id,name,rate,earnings
51540,Charlottesville,0,0
51560,Clifton Forge,0,0
51570,Colonial Heights,0,0
51580,Covington,0,0
51590,Danville,0,0
51595,Emporia,0,0
51600,Fairfax,0,0
51610,Falls Church,0,0
51620,Franklin,0,0
51630,Fredericksburg,0,0
51640,Galax,0,0
51660,Harrisonburg,0,0
51670,Hopewell,0,0
51678,Lexington,0,0
51680,Lynchburg,0,0
51683,Manassas,0,0
51685,Manassas Park,0,0
51690,Martinsville,0,0
51720,Norton,0,0
51730,Petersburg,0,0
51735,Poquoson,0,0
51750,Radford,0,0
51775,Salem,0,0
51780,South Boston,0,0
51790,Staunton,0,0
51820,Waynesboro,0,0
51830,Williamsburg,0,0
51840,Winchester,0,0
31075,Grant,49,-564
31115,Loup,108,-685
31005,Arthur,62,-1821
0,District of Columbia,,0
430,ALASKA,,0
529,RHODE ISLAND,,0
